Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
ผล สลาก รัฐบาล วัน นี้,37,37,70,80,0.00,https://news.sanook.com/lotto/archive/page/2/,0,0,0.00,0,3590000,"[11,11,82,11,11,100,11,11,11,100,29,41]",2025-11-28,"Top stories, Sitelinks, Video, Image, Related searches",informational,Organic
ผล สลาก รัฐบาล วัน นี้,61,61,70,80,0.00,https://news.sanook.com/lotto/check/16112568/,0,0,0.00,0,3590000,"[11,11,82,11,11,100,11,11,11,100,29,41]",2025-11-28,"Top stories, Sitelinks, Video, Image, Related searches",informational,Organic
ผล สลาก รัฐบาล วัน นี้,81,81,70,80,0.00,https://news.sanook.com/lotto/check/01102565/,0,0,0.00,0,3590000,"[11,11,82,11,11,100,11,11,11,100,29,41]",2025-11-28,"Top stories, Sitelinks, Video, Image, Related searches",informational,Organic
ผล สลาก รัฐบาล วัน นี้,86,86,70,80,0.00,https://news.sanook.com/lotto/check/16112565/,0,0,0.00,0,3590000,"[11,11,82,11,11,100,11,11,11,100,29,41]",2025-11-28,"Top stories, Sitelinks, Video, Image, Related searches",informational,Organic
ผล สลาก รัฐบาล วัน นี้,90,90,70,80,0.00,https://news.sanook.com/lotto/check/01122565/,0,0,0.00,0,3590000,"[11,11,82,11,11,100,11,11,11,100,29,41]",2025-11-28,"Top stories, Sitelinks, Video, Image, Related searches",informational,Organic
ผล สลาก รัฐบาล วัน นี้,96,96,70,80,0.00,https://news.sanook.com/lotto/check/16122565/,0,0,0.00,0,3590000,"[11,11,82,11,11,100,11,11,11,100,29,41]",2025-11-28,"Top stories, Sitelinks, Video, Image, Related searches",informational,Organic
ผล สลาก รัฐบาล วัน นี้,98,98,70,80,0.00,https://news.sanook.com/lotto/check/01122568/,0,0,0.00,0,3590000,"[11,11,82,11,11,100,11,11,11,100,29,41]",2025-11-28,"Top stories, Sitelinks, Video, Image, Related searches",informational,Organic
ตรวจ หวย 1 ตุลาคม 2567,64,64,70,16,0.00,https://news.sanook.com/lotto/,0,0,0.00,0,1700000,"[17,100,43,5,5,5,10,5,5,5,5,5]",2025-11-16,"Video, People also ask, Related searches",informational,Organic
ตรวจ หวย 1 ตุลาคม 2567,70,70,70,16,0.00,https://news.sanook.com/lotto/check/01122567/,0,0,0.00,0,1700000,"[17,100,43,5,5,5,10,5,5,5,5,5]",2025-11-16,"Video, People also ask, Related searches",informational,Organic
ตรวจ หวย 1 ตุลาคม 2567,77,77,70,16,0.00,https://news.sanook.com/lotto/check/01092568/,0,0,0.00,0,1700000,"[17,100,43,5,5,5,10,5,5,5,5,5]",2025-11-16,"Video, People also ask, Related searches",informational,Organic
ตรวจ หวย 1 ตุลาคม 2567,89,89,70,16,0.00,https://news.sanook.com/lotto/check/01112567/,0,0,0.00,0,1700000,"[17,100,43,5,5,5,10,5,5,5,5,5]",2025-11-16,"Video, People also ask, Related searches",informational,Organic
ตรวจ หวย 1 ตุลาคม 2567,94,94,70,16,0.00,https://news.sanook.com/lotto/check/01022568/,0,0,0.00,0,1700000,"[17,100,43,5,5,5,10,5,5,5,5,5]",2025-11-16,"Video, People also ask, Related searches",informational,Organic
ตรวจ หวย 1 ตุลาคม 2567,96,96,70,16,0.00,https://news.sanook.com/lotto/check/02012568/,0,0,0.00,0,1700000,"[17,100,43,5,5,5,10,5,5,5,5,5]",2025-11-16,"Video, People also ask, Related searches",informational,Organic
หวยออกวันไหน,17,17,40,59,0.00,https://news.sanook.com/lotto/lotto-stats/daily/,0,0,0.00,0.33,36100000,"[14,14,100,9,9,66,9,0,0,0,0,9]",2025-12-25,"Sitelinks, Video, Featured snippet, People also ask, Related searches",informational,Organic
หวยออกวันไหน,46,46,40,59,0.00,https://news.sanook.com/lotto/lotto-stats/yearly/2566/2567/,0,0,0.00,0.33,36100000,"[14,14,100,9,9,66,9,0,0,0,0,9]",2025-12-25,"Sitelinks, Video, Featured snippet, People also ask, Related searches",informational,Organic
หวยออกวันไหน,57,57,40,59,0.00,https://news.sanook.com/lotto/lotto-stats/,0,0,0.00,0.33,36100000,"[14,14,100,9,9,66,9,0,0,0,0,9]",2025-12-25,"Sitelinks, Video, Featured snippet, People also ask, Related searches",informational,Organic
หวยออกวันไหน,79,79,40,59,0.00,https://news.sanook.com/lotto/archive/,0,0,0.00,0.33,36100000,"[14,14,100,9,9,66,9,0,0,0,0,9]",2025-12-25,"Sitelinks, Video, Featured snippet, People also ask, Related searches",informational,Organic
www lottery thai com,9,9,70,72,0.00,https://news.sanook.com/lotto/,0,0,0.00,0,44400000,"[34,11,19,7,19,11,26,34,42,26,26,19]",2025-12-02,"Sitelinks, Video, People also ask, Related searches",informational,Organic
www lottery thai com,36,36,70,72,0.00,https://news.sanook.com/lotto/,0,0,0.00,0,44400000,"[34,11,19,7,19,11,26,34,42,26,26,19]",2025-12-02,"Sitelinks, Video, People also ask, Related searches",informational,Organic
ผล สลากกินแบ่ง รัฐบาล วัน นี้,18,18,50,74,0.00,https://news.sanook.com/lotto/check/16112568/,0,0,0.00,0,3560000,"[11,23,11,11,100,11,11,11,11,100,29,41]",2025-11-28,"Sitelinks, Video, Related searches",informational,Organic
ผล สลากกินแบ่ง รัฐบาล วัน นี้,32,32,50,74,0.00,https://news.sanook.com/lotto/lotto-stats/,0,0,0.00,0,3560000,"[11,23,11,11,100,11,11,11,11,100,29,41]",2025-11-28,"Sitelinks, Video, Related searches",informational,Organic
ผล สลากกินแบ่ง รัฐบาล วัน นี้,42,42,50,74,0.00,https://news.sanook.com/lotto/lotto-stats/yearly/,0,0,0.00,0,3560000,"[11,23,11,11,100,11,11,11,11,100,29,41]",2025-11-28,"Sitelinks, Video, Related searches",informational,Organic
ผล สลากกินแบ่ง รัฐบาล วัน นี้,54,54,50,74,0.00,https://news.sanook.com/lotto/archive/page/65/,0,0,0.00,0,3560000,"[11,23,11,11,100,11,11,11,11,100,29,41]",2025-11-28,"Sitelinks, Video, Related searches",informational,Organic
ผล สลากกินแบ่ง รัฐบาล วัน นี้,66,66,50,74,0.00,https://news.sanook.com/lotto/icheck/,0,0,0.00,0,3560000,"[11,23,11,11,100,11,11,11,11,100,29,41]",2025-11-28,"Sitelinks, Video, Related searches",informational,Organic
ผล สลากกินแบ่ง รัฐบาล วัน นี้,75,75,50,74,0.00,https://news.sanook.com/lotto/archive/page/2/,0,0,0.00,0,3560000,"[11,23,11,11,100,11,11,11,11,100,29,41]",2025-11-28,"Sitelinks, Video, Related searches",informational,Organic
ผล สลากกินแบ่ง รัฐบาล วัน นี้,99,99,50,74,0.00,https://news.sanook.com/lotto/check/16102568/,0,0,0.00,0,3560000,"[11,23,11,11,100,11,11,11,11,100,29,41]",2025-11-28,"Sitelinks, Video, Related searches",informational,Organic
ตรวจ สลาก ออมสิน,19,19,50,54,0.00,https://news.sanook.com/lotto/check/16102568/,0,0,0.00,0,946000,"[35,35,35,14,35,50,50,14,14,78,14,14]",2025-12-12,"Image pack, Sitelinks, Video, Related searches",navigational,Organic
ตรวจ สลาก ออมสิน,47,47,50,54,0.00,https://news.sanook.com/lotto/check/01062568/,0,0,0.00,0,946000,"[35,35,35,14,35,50,50,14,14,78,14,14]",2025-12-12,"Image pack, Sitelinks, Video, Related searches",navigational,Organic
ตรวจ สลาก ออมสิน,66,66,50,54,0.00,https://news.sanook.com/lotto/check/01112568/,0,0,0.00,0,946000,"[35,35,35,14,35,50,50,14,14,78,14,14]",2025-12-12,"Image pack, Sitelinks, Video, Related searches",navigational,Organic
ตรวจ สลาก ออมสิน,80,80,50,54,0.00,https://news.sanook.com/lotto/check/01082568/,0,0,0.00,0,946000,"[35,35,35,14,35,50,50,14,14,78,14,14]",2025-12-12,"Image pack, Sitelinks, Video, Related searches",navigational,Organic
ตรวจ สลาก ออมสิน,90,90,50,54,0.00,https://news.sanook.com/lotto/check/16062568/,0,0,0.00,0,946000,"[35,35,35,14,35,50,50,14,14,78,14,14]",2025-12-12,"Image pack, Sitelinks, Video, Related searches",navigational,Organic
ตรวจหวย 16 มิถุนายน 68,49,49,1000,31,0.00,https://news.sanook.com/lotto/,0,0,0.00,0,1070000,"[100,0]",2025-09-26,"Video, Featured snippet, Video Carousel, People also ask, Related searches",informational,Organic
ตรวจหวย 16 มิถุนายน 68,62,62,1000,31,0.00,https://news.sanook.com/lotto/check/16062565/,0,0,0.00,0,1070000,"[100,0]",2025-09-26,"Video, Featured snippet, Video Carousel, People also ask, Related searches",informational,Organic
ตรวจหวย 16 มิถุนายน 68,67,67,1000,31,0.00,https://news.sanook.com/lotto/lotto-stats/,0,0,0.00,0,1070000,"[100,0]",2025-09-26,"Video, Featured snippet, Video Carousel, People also ask, Related searches",informational,Organic
ตรวจหวย 16 มิถุนายน 68,69,69,1000,31,0.00,https://news.sanook.com/lotto/check/01092568/,0,0,0.00,0,1070000,"[100,0]",2025-09-26,"Video, Featured snippet, Video Carousel, People also ask, Related searches",informational,Organic
ตรวจหวย 16 มิถุนายน 68,71,71,1000,31,0.00,https://news.sanook.com/lotto/check/01072568/,0,0,0.00,0,1070000,"[100,0]",2025-09-26,"Video, Featured snippet, Video Carousel, People also ask, Related searches",informational,Organic
ตรวจหวย 16 มิถุนายน 68,73,73,1000,31,0.00,https://news.sanook.com/lotto/check/16072568/,0,0,0.00,0,1070000,"[100,0]",2025-09-26,"Video, Featured snippet, Video Carousel, People also ask, Related searches",informational,Organic
ตรวจหวย 16 มิถุนายน 68,74,74,1000,31,0.00,https://news.sanook.com/lotto/check/16082568/,0,0,0.00,0,1070000,"[100,0]",2025-09-26,"Video, Featured snippet, Video Carousel, People also ask, Related searches",informational,Organic
ตรวจหวย 16 มิถุนายน 68,76,76,1000,31,0.00,https://news.sanook.com/lotto/check/01082568/,0,0,0.00,0,1070000,"[100,0]",2025-09-26,"Video, Featured snippet, Video Carousel, People also ask, Related searches",informational,Organic
ตรวจหวย 16 มิถุนายน 68,83,83,1000,31,0.00,https://news.sanook.com/lotto/check/16042568/,0,0,0.00,0,1070000,"[100,0]",2025-09-26,"Video, Featured snippet, Video Carousel, People also ask, Related searches",informational,Organic
กุมภา,99,99,70,22,0.00,https://news.sanook.com/lotto/check/01022568/,0,0,0.00,0,2750000,"[10,23,28,53,43,7,10,10,10,10,12,10]",2025-12-21,"Knowledge panel, Video, Image, People also ask, Related searches, AI overview",informational,Organic
ตรวจ หวย 16 มีนาคม 2567,20,20,50,16,0.00,https://news.sanook.com/lotto/archive/,0,0,0.00,0,644000,"[11,100,64,11,82,11,11,11,11,11,11,0]",2025-11-28,"Video, Image, Related searches","commercial, informational",Organic
ตรวจ หวย 16 มีนาคม 2567,41,41,50,16,0.00,https://news.sanook.com/lotto/,0,0,0.00,0,644000,"[11,100,64,11,82,11,11,11,11,11,11,0]",2025-11-28,"Video, Image, Related searches","commercial, informational",Organic
ตรวจ หวย 16 มีนาคม 2567,73,73,50,16,0.00,https://news.sanook.com/lotto/check/16102568/,0,0,0.00,0,644000,"[11,100,64,11,82,11,11,11,11,11,11,0]",2025-11-28,"Video, Image, Related searches","commercial, informational",Organic
ตรวจ หวย 16 มีนาคม 2567,79,79,50,16,0.00,https://news.sanook.com/lotto/check/16062568/,0,0,0.00,0,644000,"[11,100,64,11,82,11,11,11,11,11,11,0]",2025-11-28,"Video, Image, Related searches","commercial, informational",Organic
ตรวจ หวย 16 มีนาคม 2567,85,85,50,16,0.00,https://news.sanook.com/lotto/check/01022568/,0,0,0.00,0,644000,"[11,100,64,11,82,11,11,11,11,11,11,0]",2025-11-28,"Video, Image, Related searches","commercial, informational",Organic
ตรวจ หวย 16 มีนาคม 2567,88,88,50,16,0.00,https://news.sanook.com/lotto/check/16052568/,0,0,0.00,0,644000,"[11,100,64,11,82,11,11,11,11,11,11,0]",2025-11-28,"Video, Image, Related searches","commercial, informational",Organic
ตรวจ หวย 16 มีนาคม 2567,90,90,50,16,0.00,https://news.sanook.com/lotto/check/16092568/,0,0,0.00,0,644000,"[11,100,64,11,82,11,11,11,11,11,11,0]",2025-11-28,"Video, Image, Related searches","commercial, informational",Organic
ตรวจ หวย 16 มีนาคม 2567,91,91,50,16,0.00,https://news.sanook.com/lotto/check/01112568/,0,0,0.00,0,644000,"[11,100,64,11,82,11,11,11,11,11,11,0]",2025-11-28,"Video, Image, Related searches","commercial, informational",Organic
ตรวจ หวย 16 มีนาคม 2567,96,96,50,16,0.00,https://news.sanook.com/lotto/check/01122567/,0,0,0.00,0,644000,"[11,100,64,11,82,11,11,11,11,11,11,0]",2025-11-28,"Video, Image, Related searches","commercial, informational",Organic
088703,63,63,70,3,0.00,https://news.sanook.com/lotto/check/01092568/,0,0,0.00,0.05,10,"[78,78,64,64,64,64,78,78,78,78,0,0]",2025-11-19,"Image pack, Video, Image",informational,Organic
thailand lotto,56,56,40,65,0.00,https://news.sanook.com/lotto/,0,0,0.00,0,24200000,"[14,0,14,35,0,100,0,0,100,0,0,100]",2025-11-27,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
tai lotari,50,50,390,43,0.66,https://news.sanook.com/lotto/,0,0,0.00,0,37900000,"[37,16,68,11,100,0,0,0,0,0,0,0]",2025-12-15,"Knowledge panel, Sitelinks, Video, Related searches","informational, transactional",Organic
หวย งวด ที่ แล้ว,12,12,50,69,0.00,https://news.sanook.com/lotto/lotto-stats/yearly/,0,0,0.00,0,7200000,"[11,11,52,11,11,11,64,64,64,11,11,11]",2025-11-28,"Video, Related searches",informational,Organic
หวย งวด ที่ แล้ว,18,18,50,69,0.00,https://news.sanook.com/lotto/lotto-stats/daily/mon/10/,0,0,0.00,0,7200000,"[11,11,52,11,11,11,64,64,64,11,11,11]",2025-11-28,"Video, Related searches",informational,Organic
หวย งวด ที่ แล้ว,20,20,50,69,0.00,https://news.sanook.com/lotto/lotto-stats/,0,0,0.00,0,7200000,"[11,11,52,11,11,11,64,64,64,11,11,11]",2025-11-28,"Video, Related searches",informational,Organic
หวย งวด ที่ แล้ว,26,26,50,69,0.00,https://news.sanook.com/lotto/lotto-stats/daily/,0,0,0.00,0,7200000,"[11,11,52,11,11,11,64,64,64,11,11,11]",2025-11-28,"Video, Related searches",informational,Organic
หวย งวด ที่ แล้ว,46,46,50,69,0.00,https://news.sanook.com/lotto/archive/page/2/,0,0,0.00,0,7200000,"[11,11,52,11,11,11,64,64,64,11,11,11]",2025-11-28,"Video, Related searches",informational,Organic
หวย งวด ที่ แล้ว,56,56,50,69,0.00,https://news.sanook.com/lotto/check/01112568/,0,0,0.00,0,7200000,"[11,11,52,11,11,11,64,64,64,11,11,11]",2025-11-28,"Video, Related searches",informational,Organic
หวย งวด ที่ แล้ว,66,66,50,69,0.00,https://news.sanook.com/lotto/lotto-stats/yearly/2566/2567/,0,0,0.00,0,7200000,"[11,11,52,11,11,11,64,64,64,11,11,11]",2025-11-28,"Video, Related searches",informational,Organic
หวย งวด ที่ แล้ว,75,75,50,69,0.00,https://news.sanook.com/lotto/icheck/,0,0,0.00,0,7200000,"[11,11,52,11,11,11,64,64,64,11,11,11]",2025-11-28,"Video, Related searches",informational,Organic
หวย งวด ที่ แล้ว,81,81,50,69,0.00,https://news.sanook.com/lotto/check/17012566/,0,0,0.00,0,7200000,"[11,11,52,11,11,11,64,64,64,11,11,11]",2025-11-28,"Video, Related searches",informational,Organic
หวย งวด ที่ แล้ว,85,85,50,69,0.00,https://news.sanook.com/lotto/check/01072568/,0,0,0.00,0,7200000,"[11,11,52,11,11,11,64,64,64,11,11,11]",2025-11-28,"Video, Related searches",informational,Organic
หวย งวด ที่ แล้ว,90,90,50,69,0.00,https://news.sanook.com/lotto/check/01082567/,0,0,0.00,0,7200000,"[11,11,52,11,11,11,64,64,64,11,11,11]",2025-11-28,"Video, Related searches",informational,Organic
328349,56,56,70,1,0.00,https://news.sanook.com/lotto/lotto-stats/,0,0,0.00,0.86,8,"[100,77,55,55,55,44,77,77,77,77,77,100]",2025-11-06,"Image, Ads bottom",,Organic
328349,61,61,70,1,0.00,https://news.sanook.com/lotto/lotto-stats/daily/,0,0,0.00,0.86,8,"[100,77,55,55,55,44,77,77,77,77,77,100]",2025-11-06,"Image, Ads bottom",,Organic
ตรวจหวย1พฤศจิกายน2567,7,7,70,49,0.00,https://news.sanook.com/lotto/check/30122566/,0,0,0.00,0,895000,"[35,0,0,6,100,4,4,4,4,0,0,0]",2025-09-07,"Image pack, Video, People also ask, Related searches",informational,People also ask
ตรวจหวย1พฤศจิกายน2567,11,11,70,49,0.00,https://news.sanook.com/lotto/archive/,0,0,0.00,0,895000,"[35,0,0,6,100,4,4,4,4,0,0,0]",2025-09-07,"Image pack, Video, People also ask, Related searches",informational,Organic
ตรวจหวย1พฤศจิกายน2567,32,32,70,49,0.00,https://news.sanook.com/lotto/,0,0,0.00,0,895000,"[35,0,0,6,100,4,4,4,4,0,0,0]",2025-09-07,"Image pack, Video, People also ask, Related searches",informational,Organic
ตรวจหวย1พฤศจิกายน2567,56,56,70,49,0.00,https://news.sanook.com/lotto/lotto-stats/,0,0,0.00,0,895000,"[35,0,0,6,100,4,4,4,4,0,0,0]",2025-09-07,"Image pack, Video, People also ask, Related searches",informational,Organic
ตรวจหวย1พฤศจิกายน2567,82,82,70,49,0.00,https://news.sanook.com/lotto/check/01092568/,0,0,0.00,0,895000,"[35,0,0,6,100,4,4,4,4,0,0,0]",2025-09-07,"Image pack, Video, People also ask, Related searches",informational,Organic
ตรวจหวย1พฤศจิกายน2567,87,87,70,49,0.00,https://news.sanook.com/lotto/check/02052568/,0,0,0.00,0,895000,"[35,0,0,6,100,4,4,4,4,0,0,0]",2025-09-07,"Image pack, Video, People also ask, Related searches",informational,Organic
ตรวจหวย1พฤศจิกายน2567,92,92,70,49,0.00,https://news.sanook.com/lotto/check/16082568/,0,0,0.00,0,895000,"[35,0,0,6,100,4,4,4,4,0,0,0]",2025-09-07,"Image pack, Video, People also ask, Related searches",informational,Organic
